session,method,gender,emotion,n_annotators,agreement,path,audio_path,utterance_id,oracle_transcript,asr_transcript,utterance_confidence,word_confidences,transcription_success
1,impro,M,hap,4,3,Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F025.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro03/Ses01M_impro03_F025.wav,Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",You're a lucky lucky lucky man,0.9193021953105928,"[{'word': ""You're"", 'start': 0.0, 'end': 0.86, 'probability': 0.723783552646637}, {'word': 'a', 'start': 0.86, 'end': 0.98, 'probability': 0.904716968536377}, {'word': 'lucky', 'start': 0.98, 'end': 1.22, 'probability': 0.9921802282333374}, {'word': 'lucky', 'start': 1.22, 'end': 1.56, 'probability': 0.934162437915802}, {'word': 'lucky', 'start': 1.56, 'end': 1.82, 'probability': 0.9817443490028381}, {'word': 'man', 'start': 1.82, 'end': 2.2, 'probability': 0.9792256355285645}]",True
3,script,M,fru,3,2,Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M014.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script01_1/Ses03M_script01_1_M014.wav,Ses03M_script01_1_M014,Larry's been gone for three years.  For god sakes no one comes back after three years.  It's insane.,"Larry's been gone for three years. For God's sake, no one comes back after three years is insane.",0.9059005992280112,"[{'word': ""Larry's"", 'start': 0.0, 'end': 0.66, 'probability': 0.8330613374710083}, {'word': 'been', 'start': 0.66, 'end': 0.78, 'probability': 0.9783244729042053}, {'word': 'gone', 'start': 0.78, 'end': 0.98, 'probability': 0.9973834156990051}, {'word': 'for', 'start': 0.98, 'end': 1.2, 'probability': 0.9936221241950989}, {'word': 'three', 'start': 1.2, 'end': 1.52, 'probability': 0.8327000737190247}, {'word': 'years.', 'start': 1.52, 'end': 1.9, 'probability': 0.9984561204910278}, {'word': 'For', 'start': 2.08, 'end': 2.12, 'probability': 0.8808931708335876}, {'word': ""God's"", 'start': 2.12, 'end': 2.54, 'probability': 0.9159124493598938}, {'word': 'sake,', 'start': 2.54, 'end': 2.62, 'probability': 0.6726670861244202}, {'word': 'no', 'start': 2.8, 'end': 2.88, 'probability': 0.9764933586120605}, {'word': 'one', 'start': 2.88, 'end': 2.96, 'probability': 0.9813119769096375}, {'word': 'comes', 'start': 2.96, 'end': 3.16, 'probability': 0.9901626110076904}, {'word': 'back', 'start': 3.16, 'end': 3.42, 'probability': 0.9975438714027405}, {'word': 'after', 'start': 3.42, 'end': 3.7, 'probability': 0.9693962931632996}, {'word': 'three', 'start': 3.7, 'end': 3.96, 'probability': 0.978527843952179}, {'word': 'years', 'start': 3.96, 'end': 4.2, 'probability': 0.9975312948226929}, {'word': 'is', 'start': 4.2, 'end': 4.46, 'probability': 0.31736382842063904}, {'word': 'insane.', 'start': 4.46, 'end': 4.84, 'probability': 0.9948594570159912}]",True
2,impro,M,hap,4,2,Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F016.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro03/Ses02M_impro03_F016.wav,Ses02M_impro03_F016,Did you bring her up on stage too?,Did you bring it up on stage two?,0.6814909242093563,"[{'word': 'Did', 'start': 0.0, 'end': 0.06, 'probability': 0.18203800916671753}, {'word': 'you', 'start': 0.06, 'end': 0.16, 'probability': 0.9306058883666992}, {'word': 'bring', 'start': 0.16, 'end': 0.34, 'probability': 0.9643368124961853}, {'word': 'it', 'start': 0.34, 'end': 0.48, 'probability': 0.4223230183124542}, {'word': 'up', 'start': 0.48, 'end': 0.8, 'probability': 0.9816896915435791}, {'word': 'on', 'start': 0.8, 'end': 1.02, 'probability': 0.9660966992378235}, {'word': 'stage', 'start': 1.02, 'end': 1.24, 'probability': 0.6088770627975464}, {'word': 'two?', 'start': 1.24, 'end': 1.62, 'probability': 0.3959602117538452}]",True
4,impro,F,neu,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M018.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_M018.wav,Ses04F_impro07_M018,"Seriously, what's your major?","Seriously, what's your major?",0.7246004305779934,"[{'word': 'Seriously,', 'start': 0.0, 'end': 0.8, 'probability': 0.20566992461681366}, {'word': ""what's"", 'start': 0.94, 'end': 1.1, 'probability': 0.9360383749008179}, {'word': 'your', 'start': 1.1, 'end': 1.16, 'probability': 0.766521692276001}, {'word': 'major?', 'start': 1.16, 'end': 1.4, 'probability': 0.9901717305183411}]",True
3,script,F,fru,3,2,Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F012.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F012.wav,Ses03F_script01_1_F012,You can't tell him that.,You can't tell him that.,0.8459510922431945,"[{'word': 'You', 'start': 0.0, 'end': 0.64, 'probability': 0.49686336517333984}, {'word': ""can't"", 'start': 0.64, 'end': 0.94, 'probability': 0.9814358353614807}, {'word': 'tell', 'start': 0.94, 'end': 1.18, 'probability': 0.9926924705505371}, {'word': 'him', 'start': 1.18, 'end': 1.32, 'probability': 0.7711776494979858}, {'word': 'that.', 'start': 1.32, 'end': 1.56, 'probability': 0.9875861406326294}]",True
3,impro,M,neu,4,3,Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_F000.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro01/Ses03M_impro01_F000.wav,Ses03M_impro01_F000,Is that a demand sir?,"Is that a demand, sir?",0.8439397573471069,"[{'word': 'Is', 'start': 1.1800000000000002, 'end': 1.58, 'probability': 0.779482901096344}, {'word': 'that', 'start': 1.58, 'end': 1.7, 'probability': 0.9904751181602478}, {'word': 'a', 'start': 1.7, 'end': 1.8, 'probability': 0.9770678281784058}, {'word': 'demand,', 'start': 1.8, 'end': 2.0, 'probability': 0.5056183338165283}, {'word': 'sir?', 'start': 2.24, 'end': 2.34, 'probability': 0.9670546054840088}]",True
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F001.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro05/Ses01F_impro05_F001.wav,Ses01F_impro05_F001,Yeah. This is the fourth line that I have been in.,"Yeah, this is the fourth line in Bennett.",0.7300505470484495,"[{'word': 'Yeah,', 'start': 0.0, 'end': 0.24, 'probability': 0.6814255118370056}, {'word': 'this', 'start': 0.42, 'end': 0.52, 'probability': 0.9870036244392395}, {'word': 'is', 'start': 0.52, 'end': 0.64, 'probability': 0.9796525239944458}, {'word': 'the', 'start': 0.64, 'end': 0.78, 'probability': 0.8444899916648865}, {'word': 'fourth', 'start': 0.78, 'end': 0.98, 'probability': 0.8944389820098877}, {'word': 'line', 'start': 0.98, 'end': 1.2, 'probability': 0.9624273180961609}, {'word': 'in', 'start': 1.2, 'end': 1.34, 'probability': 0.3359184265136719}, {'word': 'Bennett.', 'start': 1.34, 'end': 1.52, 'probability': 0.15504799783229828}]",True
2,script,F,neu,3,2,Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M031.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_M031.wav,Ses02F_script02_1_M031,"I don't get it.  The first time we came here, you said it was the best night of your life.",I don't get it. The first time we came here you said it was the past night of your life,0.925303865969181,"[{'word': 'I', 'start': 0.0, 'end': 0.56, 'probability': 0.8447217345237732}, {'word': ""don't"", 'start': 0.56, 'end': 0.68, 'probability': 0.988651841878891}, {'word': 'get', 'start': 0.68, 'end': 0.84, 'probability': 0.989179253578186}, {'word': 'it.', 'start': 0.84, 'end': 0.98, 'probability': 0.961617112159729}, {'word': 'The', 'start': 1.54, 'end': 1.86, 'probability': 0.9088571667671204}, {'word': 'first', 'start': 1.86, 'end': 2.1, 'probability': 0.9958030581474304}, {'word': 'time', 'start': 2.1, 'end': 2.26, 'probability': 0.9973371624946594}, {'word': 'we', 'start': 2.26, 'end': 2.4, 'probability': 0.986076831817627}, {'word': 'came', 'start': 2.4, 'end': 2.56, 'probability': 0.9967396855354309}, {'word': 'here', 'start': 2.56, 'end': 2.74, 'probability': 0.9812675714492798}, {'word': 'you', 'start': 2.74, 'end': 2.84, 'probability': 0.5175175666809082}, {'word': 'said', 'start': 2.84, 'end': 2.98, 'probability': 0.9962717294692993}, {'word': 'it', 'start': 2.98, 'end': 3.08, 'probability': 0.9814831614494324}, {'word': 'was', 'start': 3.08, 'end': 3.18, 'probability': 0.9965916872024536}, {'word': 'the', 'start': 3.18, 'end': 3.26, 'probability': 0.9956666231155396}, {'word': 'past', 'start': 3.26, 'end': 3.46, 'probability': 0.6494311690330505}, {'word': 'night', 'start': 3.46, 'end': 3.64, 'probability': 0.7755645513534546}, {'word': 'of', 'start': 3.64, 'end': 3.78, 'probability': 0.947207510471344}, {'word': 'your', 'start': 3.78, 'end': 3.86, 'probability': 0.9979264736175537}, {'word': 'life', 'start': 3.86, 'end': 4.24, 'probability': 0.9981654286384583}]",True
2,script,M,fru,3,2,Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M015.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script03_2/Ses02M_script03_2_M015.wav,Ses02M_script03_2_M015,Nothing.,Nothing.,0.5529084205627441,"[{'word': 'Nothing.', 'start': 0.0, 'end': 0.9, 'probability': 0.5529084205627441}]",True
2,script,F,ang,3,3,Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script03_2/Ses02F_script03_2_F043.wav,Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it.  Stop it.,"Thank God I realized what you are, if I would never marry you again, ever in my life. You're cruel, fiend, and I hate you, you're beans! You're beans, they hate you, dumbass, dumbass!",0.8464428453760988,"[{'word': 'Thank', 'start': 0.0, 'end': 0.2, 'probability': 0.3278851807117462}, {'word': 'God', 'start': 0.2, 'end': 0.36, 'probability': 0.8913555145263672}, {'word': 'I', 'start': 0.36, 'end': 0.48, 'probability': 0.5297203660011292}, {'word': 'realized', 'start': 0.48, 'end': 0.68, 'probability': 0.4574376046657562}, {'word': 'what', 'start': 0.68, 'end': 0.84, 'probability': 0.9619001150131226}, {'word': 'you', 'start': 0.84, 'end': 0.98, 'probability': 0.9903138279914856}, {'word': 'are,', 'start': 0.98, 'end': 1.1, 'probability': 0.9909363389015198}, {'word': 'if', 'start': 1.2, 'end': 1.3, 'probability': 0.6825218200683594}, {'word': 'I', 'start': 1.3, 'end': 1.42, 'probability': 0.9887883067131042}, {'word': 'would', 'start': 1.42, 'end': 1.52, 'probability': 0.910926103591919}, {'word': 'never', 'start': 1.52, 'end': 1.88, 'probability': 0.9897043108940125}, {'word': 'marry', 'start': 1.88, 'end': 2.36, 'probability': 0.9957793951034546}, {'word': 'you', 'start': 2.36, 'end': 2.56, 'probability': 0.9253357648849487}, {'word': 'again,', 'start': 2.56, 'end': 2.82, 'probability': 0.9835683107376099}, {'word': 'ever', 'start': 3.02, 'end': 3.26, 'probability': 0.8994759321212769}, {'word': 'in', 'start': 3.26, 'end': 3.48, 'probability': 0.9346413612365723}, {'word': 'my', 'start': 3.48, 'end': 3.66, 'probability': 0.9976778626441956}, {'word': 'life.', 'start': 3.66, 'end': 4.2, 'probability': 0.9976521134376526}, {'word': ""You're"", 'start': 4.26, 'end': 4.66, 'probability': 0.8309998512268066}, {'word': 'cruel,', 'start': 4.66, 'end': 5.16, 'probability': 0.9096757769584656}, {'word': 'fiend,', 'start': 5.46, 'end': 5.64, 'probability': 0.563258558511734}, {'word': 'and', 'start': 5.76, 'end': 5.78, 'probability': 0.9890367388725281}, {'word': 'I', 'start': 5.78, 'end': 5.94, 'probability': 0.9978154897689819}, {'word': 'hate', 'start': 5.94, 'end': 6.22, 'probability': 0.9951701760292053}, {'word': 'you,', 'start': 6.22, 'end': 6.46, 'probability': 0.9953259229660034}, {'word': ""you're"", 'start': 6.54, 'end': 6.68, 'probability': 0.9411450028419495}, {'word': 'beans!', 'start': 6.68, 'end': 6.98, 'probability': 0.2106187492609024}, {'word': ""You're"", 'start': 7.48, 'end': 7.66, 'probability': 0.9050614237785339}, {'word': 'beans,', 'start': 7.66, 'end': 8.0, 'probability': 0.8912368416786194}, {'word': 'they', 'start': 8.14, 'end': 8.26, 'probability': 0.8381261825561523}, {'word': 'hate', 'start': 8.26, 'end': 8.54, 'probability': 0.9912168979644775}, {'word': 'you,', 'start': 8.54, 'end': 8.9, 'probability': 0.9933450222015381}, {'word': 'dumbass,', 'start': 8.96, 'end': 9.28, 'probability': 0.2885693311691284}, {'word': 'dumbass!', 'start': 9.54, 'end': 9.9, 'probability': 0.9828345477581024}]",True
4,impro,F,hap,3,2,Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F010.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_impro07/Ses04F_impro07_F010.wav,Ses04F_impro07_F010,"Do you want to buy me some mace for my, you know, going away present?",Do you want to buy me some mace for my you know going away present?,0.8385763625303905,"[{'word': 'Do', 'start': 0.0, 'end': 0.66, 'probability': 0.46682363748550415}, {'word': 'you', 'start': 0.66, 'end': 0.76, 'probability': 0.9695566296577454}, {'word': 'want', 'start': 0.76, 'end': 0.84, 'probability': 0.8180387616157532}, {'word': 'to', 'start': 0.84, 'end': 0.94, 'probability': 0.9932304620742798}, {'word': 'buy', 'start': 0.94, 'end': 1.06, 'probability': 0.9368921518325806}, {'word': 'me', 'start': 1.06, 'end': 1.2, 'probability': 0.988126277923584}, {'word': 'some', 'start': 1.2, 'end': 1.4, 'probability': 0.9950448274612427}, {'word': 'mace', 'start': 1.4, 'end': 1.8, 'probability': 0.7165564000606537}, {'word': 'for', 'start': 1.8, 'end': 2.0, 'probability': 0.9829437136650085}, {'word': 'my', 'start': 2.0, 'end': 2.28, 'probability': 0.9939007759094238}, {'word': 'you', 'start': 2.28, 'end': 2.62, 'probability': 0.44926702976226807}, {'word': 'know', 'start': 2.62, 'end': 2.76, 'probability': 0.9769312739372253}, {'word': 'going', 'start': 2.76, 'end': 3.02, 'probability': 0.6955380439758301}, {'word': 'away', 'start': 3.02, 'end': 3.22, 'probability': 0.9232949018478394}, {'word': 'present?', 'start': 3.22, 'end': 3.6, 'probability': 0.6725005507469177}]",True
3,impro,M,fru,4,2,Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F026.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro05b/Ses03M_impro05b_F026.wav,Ses03M_impro05b_F026,"Uh, we can't--",We can't...,0.4549211735526721,"[{'word': 'We', 'start': 0.0, 'end': 1.46, 'probability': 0.19897417724132538}, {'word': ""can't..."", 'start': 1.46, 'end': 1.9, 'probability': 0.7108681698640188}]",True
2,impro,M,neu,4,2,Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F010.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session2/sentences/wav/Ses02M_impro08/Ses02M_impro08_F010.wav,Ses02M_impro08_F010,"Okay, it was um- at the [GARBAGE] sorry, it was at a department store, I think it was Macy's or something","Okay, it was um other a Sorry, it was at a department store. I think it was macy's or something",0.8153069982926052,"[{'word': 'Okay,', 'start': 0.0, 'end': 0.54, 'probability': 0.836769700050354}, {'word': 'it', 'start': 0.68, 'end': 0.76, 'probability': 0.9840685725212097}, {'word': 'was', 'start': 0.76, 'end': 1.0, 'probability': 0.9978221654891968}, {'word': 'um', 'start': 1.0, 'end': 1.32, 'probability': 0.48600879311561584}, {'word': 'other', 'start': 1.32, 'end': 1.68, 'probability': 0.24629518389701843}, {'word': 'a', 'start': 1.68, 'end': 2.4, 'probability': 0.8025177121162415}, {'word': 'Sorry,', 'start': 4.68, 'end': 5.02, 'probability': 0.336133748292923}, {'word': 'it', 'start': 5.22, 'end': 5.28, 'probability': 0.4822479784488678}, {'word': 'was', 'start': 5.28, 'end': 5.34, 'probability': 0.9816924333572388}, {'word': 'at', 'start': 5.34, 'end': 5.44, 'probability': 0.9174667000770569}, {'word': 'a', 'start': 5.44, 'end': 5.56, 'probability': 0.8138611912727356}, {'word': 'department', 'start': 5.56, 'end': 5.98, 'probability': 0.9763219356536865}, {'word': 'store.', 'start': 5.98, 'end': 6.24, 'probability': 0.893603503704071}, {'word': 'I', 'start': 6.38, 'end': 6.38, 'probability': 0.9972637891769409}, {'word': 'think', 'start': 6.38, 'end': 6.48, 'probability': 0.997515082359314}, {'word': 'it', 'start': 6.48, 'end': 6.56, 'probability': 0.9862926006317139}, {'word': 'was', 'start': 6.56, 'end': 6.66, 'probability': 0.9973950386047363}, {'word': ""macy's"", 'start': 6.66, 'end': 7.18, 'probability': 0.6063950260480245}, {'word': 'or', 'start': 7.18, 'end': 7.26, 'probability': 0.9669418334960938}, {'word': 'something', 'start': 7.26, 'end': 7.56, 'probability': 0.9995269775390625}]",True
3,impro,M,neu,4,4,Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M017.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_impro08a/Ses03M_impro08a_M017.wav,Ses03M_impro08a_M017,don't you-,,1.0,[],True
1,impro,F,fru,4,3,Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M007.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01F_impro01/Ses01F_impro01_M007.wav,Ses01F_impro01_M007,I don't know.  But I need an ID to pass this form along.  I can't just send it along without an ID.,"I don't know, but I need an ID to pass this form along. I can't just send it along without an ID.",0.9636979631402276,"[{'word': 'I', 'start': 0.6199999999999997, 'end': 1.02, 'probability': 0.7684825658798218}, {'word': ""don't"", 'start': 1.02, 'end': 1.14, 'probability': 0.9213280975818634}, {'word': 'know,', 'start': 1.14, 'end': 1.28, 'probability': 0.9927763938903809}, {'word': 'but', 'start': 1.4, 'end': 1.46, 'probability': 0.9851441383361816}, {'word': 'I', 'start': 1.46, 'end': 1.6, 'probability': 0.9875500798225403}, {'word': 'need', 'start': 1.6, 'end': 1.8, 'probability': 0.9890952706336975}, {'word': 'an', 'start': 1.8, 'end': 2.0, 'probability': 0.9989114999771118}, {'word': 'ID', 'start': 2.0, 'end': 2.22, 'probability': 0.7925239205360413}, {'word': 'to', 'start': 2.22, 'end': 2.74, 'probability': 0.966843843460083}, {'word': 'pass', 'start': 2.74, 'end': 3.02, 'probability': 0.9945725798606873}, {'word': 'this', 'start': 3.02, 'end': 3.3, 'probability': 0.996241569519043}, {'word': 'form', 'start': 3.3, 'end': 3.52, 'probability': 0.9490453600883484}, {'word': 'along.', 'start': 3.52, 'end': 3.84, 'probability': 0.9859451651573181}, {'word': 'I', 'start': 4.12, 'end': 4.28, 'probability': 0.9837794899940491}, {'word': ""can't"", 'start': 4.28, 'end': 4.54, 'probability': 0.9968053698539734}, {'word': 'just', 'start': 4.54, 'end': 4.6, 'probability': 0.9931839108467102}, {'word': 'send', 'start': 4.6, 'end': 4.8, 'probability': 0.9920673370361328}, {'word': 'it', 'start': 4.8, 'end': 4.9, 'probability': 0.9894523620605469}, {'word': 'along', 'start': 4.9, 'end': 5.06, 'probability': 0.9974180459976196}, {'word': 'without', 'start': 5.06, 'end': 5.28, 'probability': 0.9620653986930847}, {'word': 'an', 'start': 5.28, 'end': 5.42, 'probability': 0.9690458178520203}, {'word': 'ID.', 'start': 5.42, 'end': 5.66, 'probability': 0.9890769720077515}]",True
3,script,F,fru,3,3,Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F043.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03F_script01_1/Ses03F_script01_1_F043.wav,Ses03F_script01_1_F043,You're what-you're going to leave the business? But you can't do that. What the hell is this?,You're gonna leave the business? You can't do that. What the hell is this? Business.,0.863097928961118,"[{'word': ""You're"", 'start': 1.1799999999999993, 'end': 1.5799999999999996, 'probability': 0.4127562791109085}, {'word': 'gonna', 'start': 1.5799999999999996, 'end': 1.98, 'probability': 0.7791205644607544}, {'word': 'leave', 'start': 1.98, 'end': 2.18, 'probability': 0.9673846364021301}, {'word': 'the', 'start': 2.18, 'end': 2.34, 'probability': 0.9857818484306335}, {'word': 'business?', 'start': 2.34, 'end': 2.64, 'probability': 0.9841576814651489}, {'word': 'You', 'start': 3.26, 'end': 3.66, 'probability': 0.4505099654197693}, {'word': ""can't"", 'start': 3.66, 'end': 3.92, 'probability': 0.9925916194915771}, {'word': 'do', 'start': 3.92, 'end': 4.0, 'probability': 0.9907791614532471}, {'word': 'that.', 'start': 4.0, 'end': 4.12, 'probability': 0.9913233518600464}, {'word': 'What', 'start': 4.24, 'end': 4.32, 'probability': 0.9756601452827454}, {'word': 'the', 'start': 4.32, 'end': 4.42, 'probability': 0.9938479065895081}, {'word': 'hell', 'start': 4.42, 'end': 4.56, 'probability': 0.9973684549331665}, {'word': 'is', 'start': 4.56, 'end': 4.74, 'probability': 0.9880332946777344}, {'word': 'this?', 'start': 4.74, 'end': 4.94, 'probability': 0.9935438632965088}, {'word': 'Business.', 'start': 5.1, 'end': 5.3, 'probability': 0.44361016154289246}]",True
3,script,M,ang,3,2,Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F033.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_2/Ses03M_script02_2_F033.wav,Ses03M_script02_2_F033,Cause everything isn't anything like I thought it would be.,Because everything... Is it anything like I thought it would be?,0.7420611191879619,"[{'word': 'Because', 'start': 0.0, 'end': 0.96, 'probability': 0.2636924088001251}, {'word': 'everything...', 'start': 0.96, 'end': 2.44, 'probability': 0.6304337233304977}, {'word': 'Is', 'start': 2.44, 'end': 3.1, 'probability': 0.16728104650974274}, {'word': 'it', 'start': 3.1, 'end': 3.2, 'probability': 0.8741220235824585}, {'word': 'anything', 'start': 3.2, 'end': 3.7, 'probability': 0.9688379764556885}, {'word': 'like', 'start': 3.7, 'end': 3.96, 'probability': 0.5628148317337036}, {'word': 'I', 'start': 3.96, 'end': 4.12, 'probability': 0.7291020750999451}, {'word': 'thought', 'start': 4.12, 'end': 4.36, 'probability': 0.9906820058822632}, {'word': 'it', 'start': 4.36, 'end': 4.56, 'probability': 0.9897094368934631}, {'word': 'would', 'start': 4.56, 'end': 4.72, 'probability': 0.9898825287818909}, {'word': 'be?', 'start': 4.72, 'end': 4.96, 'probability': 0.9961142539978027}]",True
3,script,M,hap,3,3,Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M035.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session3/sentences/wav/Ses03M_script02_1/Ses03M_script02_1_M035.wav,Ses03M_script02_1_M035,"You know, this is great isn't it?  You know, I wouldn't trade this for anything.",You know this is great isn't it you know I'm I wouldn't trade this for anything,0.8346040835604072,"[{'word': 'You', 'start': 0.6200000000000003, 'end': 1.06, 'probability': 0.5636001229286194}, {'word': 'know', 'start': 1.06, 'end': 1.16, 'probability': 0.9946749210357666}, {'word': 'this', 'start': 1.16, 'end': 1.32, 'probability': 0.5437179803848267}, {'word': 'is', 'start': 1.32, 'end': 1.46, 'probability': 0.9934138655662537}, {'word': 'great', 'start': 1.46, 'end': 1.7, 'probability': 0.9955785870552063}, {'word': ""isn't"", 'start': 1.7, 'end': 2.16, 'probability': 0.763262003660202}, {'word': 'it', 'start': 2.16, 'end': 2.56, 'probability': 0.9919187426567078}, {'word': 'you', 'start': 2.56, 'end': 2.68, 'probability': 0.3236631155014038}, {'word': 'know', 'start': 2.68, 'end': 2.78, 'probability': 0.9938953518867493}, {'word': ""I'm"", 'start': 2.78, 'end': 3.16, 'probability': 0.5311475247144699}, {'word': 'I', 'start': 3.16, 'end': 3.34, 'probability': 0.8603145480155945}, {'word': ""wouldn't"", 'start': 3.34, 'end': 3.64, 'probability': 0.9840438067913055}, {'word': 'trade', 'start': 3.64, 'end': 3.84, 'probability': 0.9411470890045166}, {'word': 'this', 'start': 3.84, 'end': 3.98, 'probability': 0.988681435585022}, {'word': 'for', 'start': 3.98, 'end': 4.24, 'probability': 0.8885391354560852}, {'word': 'anything', 'start': 4.24, 'end': 4.62, 'probability': 0.9960671067237854}]",True
4,script,F,fru,3,2,Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M019.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session4/sentences/wav/Ses04F_script01_1/Ses04F_script01_1_M019.wav,Ses04F_script01_1_M019,Then it's alright.  I'll go ahead with it.,"Then it's alright, I'll go ahead with it.",0.8588270917534828,"[{'word': 'Then', 'start': 0.0, 'end': 0.64, 'probability': 0.4560796916484833}, {'word': ""it's"", 'start': 0.64, 'end': 0.82, 'probability': 0.9494384825229645}, {'word': 'alright,', 'start': 0.82, 'end': 1.06, 'probability': 0.5008412003517151}, {'word': ""I'll"", 'start': 1.12, 'end': 1.2, 'probability': 0.9764276146888733}, {'word': 'go', 'start': 1.2, 'end': 1.32, 'probability': 0.9932348132133484}, {'word': 'ahead', 'start': 1.32, 'end': 1.48, 'probability': 0.9983231425285339}, {'word': 'with', 'start': 1.48, 'end': 1.64, 'probability': 0.9978746175765991}, {'word': 'it.', 'start': 1.64, 'end': 1.82, 'probability': 0.998397171497345}]",True
1,impro,M,hap,4,3,Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F005.wav,D:/master/AI7102/project/IEMOCAP_full_release/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F005.wav,Ses01M_impro07_F005,That's amazing. They pay for everything?,That's amazing! Do you pay for everything?,0.7003776154347828,"[{'word': ""That's"", 'start': 0.0, 'end': 0.88, 'probability': 0.7103100419044495}, {'word': 'amazing!', 'start': 0.88, 'end': 1.34, 'probability': 0.26913297176361084}, {'word': 'Do', 'start': 1.86, 'end': 2.16, 'probability': 0.23193489015102386}, {'word': 'you', 'start': 2.16, 'end': 2.24, 'probability': 0.9745097160339355}, {'word': 'pay', 'start': 2.24, 'end': 2.36, 'probability': 0.7324393391609192}, {'word': 'for', 'start': 2.36, 'end': 2.5, 'probability': 0.9905136823654175}, {'word': 'everything?', 'start': 2.5, 'end': 2.82, 'probability': 0.9938026666641235}]",True
